X Field (G)	Y Field (G)	Z Field (G)	Field Mag (G)	Phi (Deg)	Theta (Deg)	S21 Abs (dB)	S12 Abs (dB)	S11 Abs (dB)
-37.361561	8.084821	-0.224777	38.226968	167.789795	90.336905	-25.951466	-25.725779	-18.505339
-37.204983	7.550739	0.187045	37.963922	168.527656	89.717708	-25.962091	-25.733118	-18.504719
-36.720234	7.402741	0.064785	37.459049	168.602035	89.900907	-25.966858	-25.733164	-18.505106
-36.020994	7.685868	0.030467	36.831855	167.955311	89.952606	-25.975368	-25.737862	-18.505644
-34.502400	7.269756	-0.106807	35.260124	168.101653	90.173557	-25.996389	-25.742964	-18.505241
-34.114172	7.244018	0.111973	34.874992	168.011528	89.816040	-26.017914	-25.757437	-18.505514
-32.938763	6.969469	-0.452137	33.671056	168.053069	90.769395	-26.032562	-25.761572	-18.505152
-31.581037	6.643444	0.283566	32.273482	168.120369	89.496574	-26.068720	-25.778261	-18.505701
-31.147766	6.600545	-0.040315	31.839474	168.035409	90.072548	-26.065912	-25.772232	-18.505968
-30.354150	6.484721	-0.224777	31.039919	167.940873	90.414914	-26.092096	-25.785738	-18.505463
-29.601288	6.298114	-0.332023	30.265702	167.988582	90.628562	-26.110460	-25.787947	-18.505169
-27.198992	5.957073	0.367217	27.846126	167.646250	89.244398	-26.190577	-25.826170	-18.505939
-26.883691	5.931335	-0.076779	27.530337	167.558185	90.159791	-26.204468	-25.830559	-18.505583
-26.109379	5.785481	-0.083214	26.742820	167.505918	90.178283	-26.264658	-25.859083	-18.505653
-25.030491	5.442296	0.026177	25.615323	167.733293	89.941448	-26.283291	-25.855556	-18.506020
-24.232586	5.122705	-0.434978	24.771950	168.063561	91.006126	-26.361721	-25.893480	-18.505581
-23.222335	4.820273	-0.428544	23.721204	168.273604	91.035153	-26.424465	-25.928493	-18.505306
-22.454458	4.698013	0.090524	22.940841	168.182807	89.773912	-26.483593	-25.948637	-18.505680
-21.086007	4.369842	-0.317008	21.536381	168.291819	90.843405	-26.614441	-26.008226	-18.506023
-20.376043	4.417030	0.019742	20.849309	167.768913	89.945747	-26.614790	-25.984728	-18.505911
-19.500921	4.419175	0.126987	19.995779	167.231646	89.636129	-26.668348	-25.982344	-18.506210
-18.087428	3.509735	-0.021011	18.424812	169.018636	90.065339	-26.956577	-26.143270	-18.506948
-17.422506	3.001392	-0.033881	17.679175	170.225541	90.109803	-27.083691	-26.203888	-18.507345
-16.513066	3.419649	0.369362	16.867477	168.300143	88.745244	-27.147591	-26.172583	-18.507441
-14.998762	2.949914	0.553824	15.296129	168.873246	87.925050	-27.468876	-26.285864	-18.508333
-14.198711	2.930610	0.137712	14.498650	168.337932	89.455782	-27.527445	-26.305538	-18.508152
-13.154142	2.686090	0.202059	13.427113	168.458807	89.137747	-27.817204	-26.313482	-18.506763
-12.281165	2.795481	0.139857	12.596082	167.176629	89.363820	-27.957211	-26.304811	-18.507271
-11.150799	2.332181	-0.016721	11.392087	168.186917	90.084099	-28.237453	-26.349173	-18.506943
-10.286401	2.173458	-0.314863	10.518227	168.069215	91.715407	-27.883999	-26.094528	-18.506037
-9.357656	2.070502	0.066930	9.584216	167.523582	89.599880	-28.050339	-26.165743	-18.505953
-8.879342	1.978271	0.643910	9.119808	167.439935	85.951226	-27.729162	-26.002445	-18.504744
-7.446544	1.716592	0.555969	7.662037	167.018832	85.838877	-27.396845	-25.907150	-18.505049
-6.728001	1.615782	0.283566	6.925110	166.495718	87.653228	-27.284756	-25.899759	-18.505295
-5.848589	1.233988	0.178465	5.980014	168.085955	88.289834	-26.868887	-25.816031	-18.504560
-4.967032	1.158917	0.244957	5.106320	166.866606	87.250386	-26.576107	-25.766806	-18.504494
-3.995389	0.777123	0.191335	4.074759	168.993115	87.308627	-26.409426	-25.748783	-18.504721
-2.656967	0.461822	-0.199038	2.704140	170.139622	94.221079	-26.199409	-25.717878	-18.504314
-1.245619	0.350287	-0.074634	1.296085	164.293214	93.301151	-25.914928	-25.706692	-18.503841
-1.110489	0.180839	0.139857	1.133777	170.750782	82.914241	-25.935120	-25.700937	-18.504013
0.167875	0.103622	-0.119677	0.230743	31.685344	121.242370	-25.893501	-25.704185	-18.504862
0.888564	-0.134462	-0.063909	0.900950	-8.605015	94.067723	-25.872730	-25.703804	-18.504757
1.798004	-0.252432	-0.121822	1.819720	-7.991845	93.838557	-25.796003	-25.749277	-18.505114
3.230802	-0.576313	0.088379	3.282991	-10.114086	88.457395	-25.799023	-25.733706	-18.503574
4.365458	-0.655675	-0.222632	4.420034	-8.541751	92.887150	-25.806267	-25.717049	-18.503613
5.041104	-1.290567	-0.188314	5.207087	-14.359811	92.072550	-25.787104	-25.733492	-18.503689
5.896921	-1.307726	0.347913	6.050196	-12.503799	86.703423	-28.684034	-26.453907	-18.502934
6.969375	-1.683085	0.137712	7.171048	-13.576820	88.899631	-28.293346	-26.277493	-18.503750
8.166233	-1.743142	0.118408	8.351043	-12.049371	89.187588	-27.642935	-26.008213	-18.503506
9.225817	-1.964068	-0.066054	9.432795	-12.018180	90.401224	-27.572515	-26.013035	-18.506168
10.403371	-2.296528	-0.143271	10.654797	-12.448317	90.770457	-27.332243	-25.938410	-18.505983
11.344985	-2.774843	-0.190459	11.680955	-13.744008	90.934253	-26.903246	-25.796001	-18.506237
12.250136	-2.712640	-0.042460	12.546954	-12.485959	90.193896	-26.410667	-25.651117	-18.505228
13.352618	-2.513164	0.139857	13.587787	-10.659229	89.410254	-26.258701	-25.623466	-18.505985
14.129074	-3.317504	-0.503615	14.522059	-13.213681	91.987378	-26.221968	-25.622589	-18.505974
15.051384	-3.302490	-0.031736	15.409465	-12.375409	90.118001	-26.069157	-25.599730	-18.505781
15.787087	-3.403300	-0.173300	16.150684	-12.165362	90.614805	-25.923920	-25.588730	-18.506514
16.758730	-3.860165	-0.085358	17.197767	-12.971134	90.284380	-25.874081	-25.584248	-18.505821
17.670315	-3.960976	-0.289125	18.111128	-12.634560	90.914704	-25.782400	-25.591324	-18.506418
19.238242	-4.136858	-0.018866	19.678006	-12.135692	90.054932	-25.720146	-25.594446	-18.506470
19.660789	-4.302016	-0.040315	20.125993	-12.342477	90.114772	-25.701445	-25.598406	-18.506464
20.651736	-4.437145	0.122698	21.123388	-12.125983	89.667189	-25.671946	-25.619570	-18.506350
22.118852	-4.722418	0.193479	22.618185	-12.051815	89.509877	-25.652161	-25.634174	-18.506393
22.616471	-4.692389	-0.147561	23.098594	-11.721238	90.366025	-25.646658	-25.645351	-18.505415
23.890545	-4.915460	0.257827	24.392343	-11.626313	89.394373	-25.644344	-25.652494	-18.505171
25.136736	-5.425948	0.105538	25.715901	-12.180820	89.764857	-25.641804	-25.641851	-18.505695
25.726586	-5.466701	-0.274110	26.302418	-11.996476	90.597118	-25.640974	-25.643488	-18.505037
26.618867	-5.895682	-0.286980	27.265464	-12.488554	90.603072	-25.639088	-25.630272	-18.505545
27.860768	-6.159506	-0.173300	28.534049	-12.466520	90.347984	-25.637997	-25.622593	-18.505819
28.817397	-6.436199	-0.057475	29.527450	-12.590053	90.111525	-25.640076	-25.637779	-18.505182
30.233035	-6.524140	0.064785	30.929032	-12.177414	89.879986	-25.642834	-25.639925	-18.504967
30.348860	-6.268896	0.412260	30.992295	-11.670941	89.237828	-25.645971	-25.651398	-18.505077
31.708731	-6.481242	0.101248	32.364492	-11.552092	89.820757	-25.647560	-25.649778	-18.504219
32.815503	-6.987440	-0.117532	33.551384	-12.020528	90.200710	-25.642899	-25.633280	-18.504776
33.493294	-7.028193	0.039046	34.222766	-11.850934	89.934629	-25.646492	-25.642487	-18.504490
34.263315	-7.450740	0.015452	35.064063	-12.268275	89.974751	-25.644972	-25.635450	-18.505135
35.084815	-7.808939	0.249247	35.944205	-12.547969	89.602692	-25.644440	-25.629686	-18.504627
36.041443	-7.783200	-0.132546	36.872502	-12.185973	90.205963	-25.647192	-25.636015	-18.504419
37.401314	-7.738157	0.058350	38.193465	-11.689302	89.912466	-25.654734	-25.648912	-18.504429
38.497361	-8.100646	0.090524	39.340507	-11.882870	89.868160	-25.650326	-25.639503	-18.504200

-38.464043	4.193960	-0.194749	38.692504	173.777288	90.288385	-26.087421	-25.858330	-18.505468
-37.747644	3.782138	0.197769	37.937163	174.278326	89.701311	-26.100315	-25.869532	-18.505344
-37.653268	4.254017	-0.233357	37.893532	173.554130	90.352843	-26.098537	-25.865669	-18.506021
-37.340112	4.496392	0.362927	37.611610	173.133663	89.447125	-26.101463	-25.866528	-18.505543
-36.700930	4.226134	0.313594	36.944780	173.431288	89.513657	-26.118813	-25.877338	-18.504972
-35.742156	4.082425	-0.134691	35.974798	173.483985	90.214518	-26.142941	-25.891533	-18.505781
-34.534574	3.631994	0.167741	34.725442	173.996284	89.723233	-26.174068	-25.911442	-18.505194
-33.934000	3.505445	0.032611	34.114594	174.102160	89.945229	-26.195826	-25.924387	-18.504957
-32.331754	3.325273	0.073365	32.502387	174.127861	89.870671	-26.245045	-25.952932	-18.505314
-31.392285	3.366026	0.039046	31.572254	173.879865	89.929141	-26.269447	-25.968647	-18.506329
-30.478555	3.404634	0.195624	30.668748	173.626148	89.634529	-26.298740	-25.981121	-18.506289
-29.633461	3.230897	-0.040315	29.809098	173.777695	90.077490	-26.333530	-26.001251	-18.506491
-28.089128	3.203013	-0.138981	28.271501	173.494642	90.281664	-26.403574	-26.048231	-18.506933
-27.658002	2.767597	-0.209763	27.796918	174.285722	90.432373	-26.427830	-26.056601	-18.506792
-26.362478	2.688235	-0.093938	26.499353	174.177559	90.203109	-26.501999	-26.101982	-18.507284
-25.613906	2.834089	-0.216198	25.771127	173.686105	90.480668	-26.536264	-26.112206	-18.506542
-24.326962	2.720409	0.006873	24.478598	173.619299	89.983914	-26.640152	-26.171047	-18.507162
-23.672765	2.478034	0.086234	23.802267	174.024116	89.792420	-26.691296	-26.195578	-18.507145
-22.900599	2.535947	0.064785	23.040674	173.680975	89.838897	-26.769785	-26.240032	-18.507469
-22.016897	2.104821	0.234233	22.118519	174.539106	89.393233	-26.852703	-26.282034	-18.507605
-21.156789	2.184182	-0.012432	21.269239	174.105786	90.033489	-26.973915	-26.341389	-18.507736
-19.831237	2.420122	0.077655	19.978513	173.042264	89.777296	-27.081228	-26.377230	-18.507780
-18.404874	1.931083	-0.188314	18.506861	174.010306	90.583015	-27.317272	-26.514418	-18.508162
-17.341000	1.579318	-0.113242	17.413137	174.796186	90.372612	-27.504314	-26.603725	-18.509157
-16.669644	1.770215	-0.121822	16.763816	173.938254	90.416369	-27.662832	-26.701908	-18.510035
-15.069544	1.489232	-0.106807	15.143327	174.356128	90.404116	-28.021896	-26.860470	-18.508835
-14.640562	1.654390	0.081944	14.733967	173.552899	89.681343	-28.174910	-26.916260	-18.510324
-14.033553	1.399146	0.197769	14.104515	174.306422	89.196589	-28.451408	-27.070704	-18.510609
-12.478496	1.379842	0.281421	12.557708	173.690005	88.715883	-28.858473	-27.154554	-18.510504
-11.330971	1.302625	0.045481	11.405692	173.441981	89.771529	-29.116806	-27.217234	-18.510201
-11.110045	1.124598	0.103393	11.167297	174.220006	89.469514	-29.684666	-27.537127	-18.509350
-9.634349	0.970165	-0.231212	9.685833	174.249783	91.367847	-29.868498	-27.426128	-18.507299
-8.855748	0.867209	0.116263	8.898868	174.407077	89.251415	-30.084343	-27.416639	-18.506035
-7.523761	0.828601	0.131277	7.570389	173.715273	89.006391	-29.675421	-27.017143	-18.505030
-6.588582	0.847905	0.088379	6.643505	172.666734	89.237767	-29.001476	-26.616692	-18.504585
-5.599780	0.223737	-0.222632	5.608668	177.711984	92.274917	-28.528894	-26.442053	-18.503986
-4.780425	-0.040086	-0.179734	4.783971	-179.519557	92.153116	-28.003332	-26.269371	-18.503696
-4.130518	0.369591	-0.119677	4.148747	174.886899	91.653013	-27.080194	-25.952238	-18.504772
-3.180325	0.137941	-0.199038	3.189531	177.516453	93.577792	-26.673771	-25.847952	-18.504675
-1.511587	0.335272	-0.053185	1.549236	167.494160	91.967334	-26.185154	-25.716726	-18.504133
-0.805913	0.311678	-0.259096	0.902092	158.856533	106.691403	-26.044794	-25.690554	-18.504341
0.483176	-0.037941	0.214929	0.530182	-4.489933	66.084674	-25.891352	-25.685358	-18.504007
1.523456	-0.203099	-0.113242	1.541101	-7.593598	94.213970	-25.850824	-25.689144	-18.504168
1.969597	-0.299620	0.015452	1.992316	-8.649663	89.555615	-25.794830	-25.719215	-18.504410
2.791096	-0.417590	-0.033881	2.822366	-8.509192	90.687815	-25.788876	-25.726683	-18.503447
4.093055	-0.799383	-0.280545	4.179811	-11.050899	93.848532	-25.779621	-25.729046	-18.503500
5.502259	-0.351098	-0.220488	5.517856	-3.651080	92.290087	-25.790363	-25.878431	-18.503485
6.383815	-0.720022	-0.194749	6.427243	-6.435117	91.736356	-27.402393	-25.903933	-18.501751
7.451979	-0.825122	0.225653	7.500916	-6.318352	88.276088	-26.814163	-25.723347	-18.501402
8.593069	-0.737181	0.300725	8.629873	-4.903277	88.003012	-26.395630	-25.676149	-18.502615
9.382395	-0.943092	0.118408	9.430418	-5.739932	89.280579	-26.259802	-25.669865	-18.504288
10.156707	-1.179032	0.058350	10.225077	-6.621491	89.673035	-26.122295	-25.683353	-18.504835
10.843077	-1.391378	-0.203328	10.933873	-7.312204	91.065544	-25.977978	-25.698023	-18.505886
11.975588	-1.597289	0.019742	12.081656	-7.597199	89.906376	-25.905706	-25.694843	-18.505341
13.052331	-1.432131	-0.280545	13.133661	-6.261573	91.223974	-25.747841	-25.809727	-18.505861
14.131219	-1.432131	0.079799	14.203828	-5.786893	89.678101	-25.691273	-25.924994	-18.505617
14.918400	-1.562970	-0.033881	15.000089	-5.980942	90.129414	-25.677650	-25.935938	-18.505953
15.589756	-1.528652	-0.108952	15.664901	-5.600228	90.398506	-25.678038	-25.966871	-18.505480
16.805918	-1.565115	0.227798	16.880176	-5.320541	89.226770	-25.692919	-25.996567	-18.505291
17.698199	-1.710969	-0.070344	17.780850	-5.521895	90.226672	-25.708673	-26.022154	-18.505148
18.985143	-1.734563	0.133422	19.064684	-5.220291	89.599019	-25.732853	-26.037632	-18.505123
20.625997	-2.000531	0.064785	20.722888	-5.539833	89.820878	-25.739531	-25.999037	-18.504604
21.016370	-2.257920	0.579563	21.145257	-6.132123	88.429404	-25.772697	-26.032694	-18.504284
21.576191	-2.358731	0.274986	21.706479	-6.238857	89.274136	-25.743618	-25.963865	-18.504032
22.685108	-2.523888	-0.057475	22.825149	-6.348477	90.144273	-25.748665	-25.951338	-18.504084
24.210137	-2.581801	0.152726	24.347890	-6.087092	89.640600	-25.761679	-25.947058	-18.504002
25.123867	-2.770553	-0.108952	25.276402	-6.292907	90.246971	-25.767767	-25.935274	-18.503576
26.629592	-2.869218	0.296435	26.785359	-6.149638	89.365892	-25.769070	-25.923927	-18.503714
27.421062	-2.852059	0.120553	27.569248	-5.937972	89.749461	-25.780388	-25.920523	-18.504015
28.169635	-2.890668	-0.018866	28.317568	-5.858981	90.038173	-25.788620	-25.924303	-18.503510
28.881744	-2.991478	-0.042460	29.036285	-5.913426	90.083785	-25.778337	-25.896561	-18.503866
30.284513	-2.819886	0.039046	30.415539	-5.319651	89.926446	-25.797911	-25.914913	-18.503540
31.331228	-3.817267	0.017597	31.562916	-6.946445	89.968056	-25.778128	-25.872896	-18.503937
32.111974	-3.285330	-0.177589	32.280083	-5.841525	90.315215	-25.795139	-25.888323	-18.503603
32.922748	-3.465503	-0.147561	33.104967	-6.008920	90.255389	-25.795200	-25.881413	-18.504185
34.164650	-3.416170	-0.044605	34.335047	-5.710103	90.074434	-25.783916	-25.857985	-18.503704
35.385102	-3.793673	0.270696	35.588912	-6.119366	89.564193	-25.777809	-25.839546	-18.504362
36.024284	-4.046772	-0.046750	36.250898	-6.409427	90.073890	-25.778971	-25.839172	-18.504356
36.950884	-4.147583	-0.089648	37.183038	-6.404406	90.138140	-25.772905	-25.827517	-18.504454
38.096264	-3.581328	-0.226922	38.264902	-5.370439	90.339783	-25.794611	-25.846584	-18.504232
39.539786	-4.364219	0.124842	39.780104	-6.298548	89.820188	-25.774714	-25.815054	-18.504141

-38.562709	-0.113013	0.193479	38.563360	-179.832088	89.712535	-26.130028	-25.921740	-18.504580
-38.451174	0.062869	-0.083214	38.451315	179.906319	90.123995	-26.140026	-25.928640	-18.505936
-38.178770	-0.065825	0.034756	38.178843	-179.901215	89.947840	-26.153131	-25.938213	-18.504969
-37.408749	-0.097999	-0.025301	37.408886	-179.849904	90.038751	-26.163290	-25.946095	-18.505272
-36.816755	-0.509821	0.088379	36.820390	-179.206646	89.862474	-26.183424	-25.959236	-18.505634
-36.126095	-0.136607	-0.091793	36.126469	-179.783343	90.145582	-26.199667	-25.969177	-18.506083
-35.010743	-0.177360	0.189190	35.011703	-179.709749	89.690394	-26.219854	-25.983728	-18.505842
-33.217601	0.339562	0.272841	33.220457	179.414322	89.529422	-26.280567	-26.019878	-18.505901
-32.546245	0.120782	-0.096083	32.546611	179.787372	90.169147	-26.304058	-26.041798	-18.506187
-31.235707	0.101478	0.047626	31.235908	179.813860	89.912640	-26.349352	-26.066904	-18.506767
-30.858203	-0.029362	0.157016	30.858617	-179.945483	89.708464	-26.379053	-26.085110	-18.507097
-29.382507	0.034985	0.195624	29.383179	179.931779	89.618539	-26.438547	-26.126595	-18.506166
-28.762629	0.240897	0.324319	28.765466	179.520140	89.354000	-26.476789	-26.152290	-18.506519
-27.966869	-0.196664	0.039046	27.967587	-179.597100	89.920008	-26.525728	-26.180498	-18.506750
-26.576969	-0.248142	-0.091793	26.578286	-179.465060	90.197882	-26.584166	-26.220787	-18.507059
-26.021438	-0.134462	-0.023156	26.021796	-179.703935	90.050986	-26.627754	-26.251122	-18.507753
-24.753798	-0.297475	0.024032	24.755597	-179.311490	89.944379	-26.748308	-26.326120	-18.508152
-23.822909	-0.108723	-0.123967	23.823479	-179.738515	90.298143	-26.835079	-26.377733	-18.507875
-22.934917	-0.267446	-0.226922	22.937599	-179.331898	90.566838	-26.956356	-26.456316	-18.507748
-21.699451	-0.022927	-0.175444	21.700172	-179.939463	90.463238	-27.040565	-26.497293	-18.508141
-20.858647	0.221592	-0.093938	20.860036	179.391340	90.258018	-27.159531	-26.566338	-18.509457
-20.022134	-0.065825	0.172030	20.022981	-179.811634	89.507729	-27.260300	-26.631346	-18.509588
-18.788812	0.165825	0.154871	18.790182	179.494337	89.527755	-27.441290	-26.721727	-18.510197
-17.175842	0.088608	0.386521	17.180419	179.704421	88.710864	-27.824244	-26.933083	-18.509945
-16.159156	0.258056	0.054061	16.161307	179.085085	89.808342	-27.977909	-27.031393	-18.509686
-15.404149	-0.149477	0.223508	15.406496	-179.444039	89.168758	-28.267673	-27.206215	-18.510468
-15.269020	-0.104433	0.009017	15.269380	-179.608128	89.966163	-28.418579	-27.261536	-18.510872
-13.969206	-0.119448	0.195624	13.971087	-179.510087	89.197713	-28.825731	-27.488476	-18.510794
-13.186315	-0.194520	0.024032	13.187772	-179.154855	89.895591	-29.269482	-27.689655	-18.510916
-11.955139	-0.230983	0.135567	11.958138	-178.893137	89.350435	-29.749243	-27.930077	-18.510511
-10.269242	-0.248142	0.002583	10.272240	-178.615795	89.985594	-30.569315	-28.196888	-18.509130
-9.949651	-0.657819	0.287855	9.975527	-176.217404	88.346434	-30.801977	-28.215107	-18.509377
-9.061659	-0.070115	0.189190	9.063905	-179.556680	88.803986	-30.652197	-27.840204	-18.506578
-7.716803	0.330983	0.320029	7.730525	177.544023	87.627386	-29.877745	-27.094643	-18.504772
-7.219184	-0.203099	-0.269820	7.227079	-178.388508	92.139615	-29.674698	-26.972801	-18.503609
-5.878617	0.026406	-0.042460	5.878830	179.742638	90.413826	-28.913980	-26.602974	-18.503588
-4.799729	-0.085129	-0.231212	4.806049	-178.983893	92.757482	-27.398157	-26.031364	-18.504702
-3.182469	-0.363967	-0.115387	3.205292	-173.475641	92.063033	-26.414463	-25.755217	-18.505283
-2.601200	0.092898	0.214929	2.611717	177.954637	85.279564	-26.163610	-25.700022	-18.504950
